model,event,aoi,region,aoi_name,grid_id,valid_pixels,flood_pixels,permanent_water_pixels,selected_threshold,selected_tp,selected_fp,selected_fn,selected_tn,selected_precision,selected_recall,selected_f1,selected_iou
r19,147,01,unknown,unknown,22e078e79e935ad08850868e42a320c0,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,22e63dd763755810a9f512659cf8f102,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,23706d0e3e465e0a88180444bf766d24,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,23b303c80cd9556b86dc30743d2d3ed7,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,23e38e8ffae25bc1b8151b7c5cf8b1b4,50176,0,0,0.85,0,28,0,50148,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,23eafa53c71c5ceea1e50548dd431419,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,24d63a967778532bbed513046c779c39,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,24da1217834c51ba9e0c726ce1982a98,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,251de66cdfc65f668b43e8d6cafad1d8,50176,1734,3955,0.85,0,2334,1734,46108,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,25c53c525f0e51c0981fe915feb8c919,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2636facfb49251a78c6a0b992eddf8fe,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2650ba0b83b55f43bedfdac59ee20afd,50176,198,1534,0.85,0,115,198,49863,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,267f65dda14d59139cf8c8164c36b584,50176,13,1899,0.85,0,96,13,50067,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,274eb810417b5e4dae1410ab726fc936,50176,1271,2098,0.85,0,0,1271,48905,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,277c7aa7eb785050832faca805cd00c9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,27a706d2157c544c982c831ed8258c53,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,27ac3d9f8ef652648dab73964d26546b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,282a177585cc566aad0bc065f031b3b8,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,28bca3ddebc25c46ac26f2837828bfa3,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,28e0d38f739d5b68a5b3698d722b7f9c,50176,0,3941,0.85,0,909,0,49267,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,28f6a663299657499f3b3a01cf3453c6,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2ada3d2bc7b35bdf97780dc1acb13518,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2b6c9ee32636560dae0e10b8f2d70429,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2bc8705eedab531090755d7f99af16b4,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2c0f904cf476552b90e21db84a205db4,50176,0,174,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2d6dbff5091f50f7aa3b0a8be5ef7cb8,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2d8434093e735984a07c9eac02cb97c2,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2ea9fae0eb1350bda15cd4064d25e0eb,50176,188,0,0.85,0,18,188,49970,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2fc1ad4e968d5a1890767c04a892a756,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,2ff1cc503d0a5916b06791474645c1d5,50176,425,0,0.85,0,0,425,49751,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,30bce1ab4666563da3ef1831f6756e6e,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,31cd8c9463eb5ce5b3c49dc3f0324407,50176,229,0,0.85,0,0,229,49947,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,327dd4515019532e8c2e4c92dc524c95,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,32afc532bdc559e0ab14089efd310620,50176,300,0,0.85,0,106,300,49770,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,33f3831082865d42b1eabd7248a4b826,50176,1650,3126,0.85,0,0,1650,48526,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,34070be533be512aafef893473567583,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,342f6bb8125b56889562427d4d0931dd,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,344d75fdb6055a5497a28270c3d1faca,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,349f080240dc570f801b4b00f07cd703,21363,0,0,0.85,0,427,0,20936,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,354861c2ff7f51fd8535ff1dbfd5583b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,35523e1fc4fd581f98c9fa24a78c965a,50176,622,0,0.85,0,0,622,49554,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,35baa9c13c875dc488e5df34ec2bbae9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3706fe4a766257c4927d8f2fcff31c7b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,37565bb47f8d50749da2a7dc98b2410b,50176,8107,2066,0.85,475,0,7632,42069,1.0,0.05859134081657827,0.11069680727103239,0.05859134081657827
r19,147,01,unknown,unknown,389ad5f063fc57a5bbc907b10877c15d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,392fafa256e957fca4c75b1530916c65,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3a47f09ccb4a52f9b3a3d7faf8e1fcd7,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3abb1bd1a32052749a47e4fcc17fa78b,50176,390,0,0.85,0,0,390,49786,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3b865d82186d59afa6a78af2199a59ae,50176,24,0,0.85,0,0,24,50152,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3ccd095210b25cec89233a5804055740,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3d242baa494659838c065a66666743be,50176,0,1567,0.85,0,36,0,50140,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3d3eab01ba72537bb261d4415c6d51fe,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3dc2e98c9b9d5e6c89820ee6d6725b51,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3dff7b4303365512b3ffc7183a832c68,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3e11e5f2c7ff54089bf16d0e329ec421,50176,0,2152,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3e965ddef13f55089e2c2f9d97a83b3e,40643,0,7306,0.85,0,1373,0,39270,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3ed82095bd9356c89be3d3d03a129cab,50176,2238,0,0.85,0,0,2238,47938,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,3fafa7e94af15d488930457fd8f4265c,25989,0,0,0.85,0,470,0,25519,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,40ea944f0db553b1b23fecf2236d3227,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,41525ecbc817548abad9a8850f8a5495,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,41b9242ec7ce5479afe102149d0adbb5,50176,2000,2522,0.85,0,0,2000,48176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,42b35b2e4c555226b7ebbfa3986f25df,50176,899,0,0.85,0,0,899,49277,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,43d86b33954058b0827356a9c620e261,50176,1335,0,0.85,0,0,1335,48841,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,446590ca8cc059ee9c02fdd8abe4a78f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,449d198d3deb5315bb995d1ce1b53171,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,44d0e9346cd55838ba0eb5e6f915d7ef,50176,14441,0,0.85,9,328,14432,35407,0.026706231454005934,0.0006232255383976179,0.0012180267965895251,0.0006093845216331506
r19,147,01,unknown,unknown,450591081816546b9cc4052b78f2bdb5,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,45e40c184a905e99a067589ef33f9b88,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,464375def67e5070841c5abbf7d015aa,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,466a7ea7aae9577d8d6a7fb35be1fa84,50176,1016,0,0.85,0,0,1016,49160,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,46b992feafb9578e8e6e280fc5a979ef,50176,927,0,0.85,0,0,927,49249,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,471b1204388f53399277d5ea2f73768d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,474f3710c140515d8d5417c5afdd8e67,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,480849a3bb515c6da5db811d8407b7db,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4857797c0b6b5c1cbf720937ccda459b,50176,2569,0,0.85,0,0,2569,47607,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,49f11b48abbb52038074afc6d07a2d5a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4a0e696e879e5e76a6096b56ca737715,49146,0,0,0.85,0,265,0,48881,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4a5b12723aea5ff1bd7b86b4b06d2317,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4a737ed76192599b8fc0da4e8a7a5b8d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4a7d2437a3a95a9ba31bccf4bc3d2988,48466,0,1366,0.85,0,610,0,47856,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4ad47a93d1175ac6a051119c22cb98f9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4b7527bbcf9158d29230fb34d7952338,39869,6128,0,0.85,0,519,6128,33222,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4bea6072cb005bf788323a6aca591b95,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4bed98a2862e5f9489e379c2f5bac6a9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4c51c004a1ff59d68e9cef38b2e8072b,29245,0,0,0.85,0,480,0,28765,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4e30cf195ebc5517938f966dceb9eee9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4e6489db7aa6575aa34932e3fc80d147,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4f71c0f8718d5aa18c2ef0fdeeb19a92,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,4ff7819458685b1ebf5d129bccebf76c,50176,0,104,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,503e8be856fc56598fe86590bb6966d3,50176,196,0,0.85,0,0,196,49980,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,506841838262547885ff7fae65bd25fb,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5159f331255b596498f508f6be2e010c,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5177f883710950a083572faf774a18b8,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5203ccc3752e55f1bb45d89795c2f872,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,52a6207bc8ec59978495c88c5d4d3bc0,50176,205,0,0.85,0,0,205,49971,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5343fbccb26b5c65809e16c5ddee87aa,50176,0,2970,0.85,0,2,0,50174,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,538d8fe2b3b05160a4b078b9abb6ed24,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,53d0305419065f838933fb3eca448796,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,54151347f49658feb3642b42a5b57f29,50176,1014,2954,0.85,0,0,1014,49162,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,544130ca558357aa9ca6b9df168c26cf,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,54565dd423865d699fdfac8d328ee0c7,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,54a07140ad455e92b869f2582917d393,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,54c08ffd9d5b576795b063c73c8443b3,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,551ee4c241485cd5a64cb12beac045b9,50176,0,0,0.85,0,140,0,50036,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,55323872d6e95c7ebe913a269b0e05ab,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,558d7d335e2d55c59a550bd5e797c07c,49840,0,0,0.85,0,143,0,49697,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,564722e23df6570aa441cd56a9fa5088,50176,0,2123,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,579eb95ee4c85ed1a27af27d794e9d79,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,57a2a19c2a805cb7b2cf7c20327743d3,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,57a2dd57616a5d06a67b8e1f0703dbe8,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,58067a1e8c5d5fa1acd726297b195ae9,50176,0,626,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,58712e55453f5c4187bd8b1d9f2e46ee,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5b7380bd432e52a39edb72a9b1868107,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5b8d1adf882a59cb82ba71d6c4d1cef6,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5b9934d872805223bf97a5032c8f5a9a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5c492d4d74a8536a87fe1e11b888aaaa,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5c4cc6d2e3fc53bda16a27ebf2c23933,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5ce3d1e9f00654ea81e372eb136f787a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5d47982cda1750468a0a0aff396d3f9a,50176,0,0,0.85,0,9,0,50167,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5d6424fe45005adfab8d55ecdf5764f0,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5e182077c3e75b62a0f4f92178dd1b0f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5f7a66b513ca5547994367b6b0114d25,50176,0,171,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5fa665e6b4a5514eb9c468f21d698f31,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,01,unknown,unknown,5feeedd0f38c51ce9311d42ce12bb080,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
